sample_id,split,scenario_group,ci_platform,source_dataset,source_pipeline_id,source_run_id,timestamp,repository,branch,language,os,cloud_provider,failure_stage,severity,cpu_usage_pct,memory_usage_mb,retry_count,error_type,error_message,stack_trace_summary,failed_file,important_log_excerpt,raw_github_actions_log,model_input_text,root_cause_label,label_verified,label_method,neutral_run_context
GH_RCA_05221,train,pod_evicted,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_3353,run_14226,2025-10-02T17:56:16.927259,repo_185,feature-x,Rust,windows-latest,On-Prem,test,CRITICAL,51.05,20323,3,PodEvicted,build pod evicted due to low node memory,kubernetes runner,N/A,"Pod status: Evicted
The node was low on resource: memory
##[error]Process completed with exit code 1.","2025-10-02T17:56:16Z Workspace prepared
2025-10-02T17:56:16Z Repository checkout completed
2025-10-02T17:56:16Z ##[group]Run kubectl rollout status
2025-10-02T17:56:16Z Pod status: Evicted
2025-10-02T17:56:16Z The node was low on resource: memory
2025-10-02T17:56:16Z ##[error]Process completed with exit code 1.
2025-10-02T17:56:16Z Post job cleanup.
2025-10-02T17:56:16Z attempt=3; elapsed_ms=10408; worker_slot=24","stage=test | language=Rust | error_type=PodEvicted | error_message=build pod evicted due to low node memory | stack_trace=kubernetes runner | failed_file=N/A | log=Pod status: Evicted
The node was low on resource: memory
##[error]Process completed with exit code 1. | context=attempt=3; elapsed_ms=10408; worker_slot=24",infrastructure_resource_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=3; elapsed_ms=10408; worker_slot=24
GH_RCA_00383,train,bad_endpoint_constant,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_6491,run_2788,2025-10-11T08:32:16.927259,repo_292,feature-x,Go,windows-latest,Azure,test,LOW,88.37,22036,5,HTTPError,404 Not Found for /v1/userz,internal/client/api_client.go:100,internal/client/api_client.go,"internal/client/api_client.go:100: endpoint='/v1/userz'
HTTPError: 404 Not Found
##[error]Process completed with exit code 1.","2025-10-11T08:32:16Z Dependency cache restored
2025-10-11T08:32:16Z Workspace prepared
2025-10-11T08:32:16Z ##[group]Run go test ./...
2025-10-11T08:32:16Z internal/client/api_client.go:100: endpoint='/v1/userz'
2025-10-11T08:32:16Z HTTPError: 404 Not Found
2025-10-11T08:32:16Z ##[error]Process completed with exit code 1.
2025-10-11T08:32:16Z Post job cleanup.
2025-10-11T08:32:16Z attempt=5; elapsed_ms=10425; worker_slot=25","stage=test | language=Go | error_type=HTTPError | error_message=404 Not Found for /v1/userz | stack_trace=internal/client/api_client.go:100 | failed_file=internal/client/api_client.go | log=internal/client/api_client.go:100: endpoint='/v1/userz'
HTTPError: 404 Not Found
##[error]Process completed with exit code 1. | context=attempt=5; elapsed_ms=10425; worker_slot=25",application_defect,yes,curated diagnostic log with real Kaggle metadata,attempt=5; elapsed_ms=10425; worker_slot=25
GH_RCA_03612,train,registry_auth,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8307,run_9558,2026-02-07T02:16:16.927259,repo_278,main,Java,ubuntu-latest,Azure,build,LOW,50.14,15687,3,RegistryAuthenticationError,authentication to private package registry failed,package registry,package.json,"npm ERR! code E401
Unable to authenticate to private registry
##[error]Process completed with exit code 1.","2026-02-07T02:16:16Z Dependency cache restored
2026-02-07T02:16:16Z Environment variables loaded
2026-02-07T02:16:16Z ##[group]Run pytest
2026-02-07T02:16:16Z npm ERR! code E401
2026-02-07T02:16:16Z Unable to authenticate to private registry
2026-02-07T02:16:16Z ##[error]Process completed with exit code 1.
2026-02-07T02:16:16Z Post job cleanup.
2026-02-07T02:16:16Z attempt=3; elapsed_ms=10442; worker_slot=26","stage=build | language=Java | error_type=RegistryAuthenticationError | error_message=authentication to private package registry failed | stack_trace=package registry | failed_file=package.json | log=npm ERR! code E401
Unable to authenticate to private registry
##[error]Process completed with exit code 1. | context=attempt=3; elapsed_ms=10442; worker_slot=26",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=3; elapsed_ms=10442; worker_slot=26
GH_RCA_03719,validation,api_removed,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_7950,run_29008,2025-10-22T07:39:16.927259,repo_414,release,C++,windows-latest,Azure,build,CRITICAL,82.57,30316,3,DependencyAPIError,installed axios version removed required API,application import,requirements.txt,"ImportError: cannot import removed symbol from axios
##[error]Process completed with exit code 1.","2025-10-22T07:39:16Z Dependency cache restored
2025-10-22T07:39:16Z Using hosted Ubuntu runner
2025-10-22T07:39:16Z ##[group]Run pytest
2025-10-22T07:39:16Z ImportError: cannot import removed symbol from axios
2025-10-22T07:39:16Z ##[error]Process completed with exit code 1.
2025-10-22T07:39:16Z Post job cleanup.
2025-10-22T07:39:16Z attempt=3; elapsed_ms=10459; worker_slot=27","stage=build | language=C++ | error_type=DependencyAPIError | error_message=installed axios version removed required API | stack_trace=application import | failed_file=requirements.txt | log=ImportError: cannot import removed symbol from axios
##[error]Process completed with exit code 1. | context=attempt=3; elapsed_ms=10459; worker_slot=27",dependency_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=3; elapsed_ms=10459; worker_slot=27
GH_RCA_05011,train,runner_disconnected,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_5130,run_4840,2025-11-03T18:34:16.927259,repo_265,develop,Python,ubuntu-latest,On-Prem,build,HIGH,60.73,14681,3,RunnerDisconnected,runner stopped sending heartbeats,self-hosted runner,N/A,"The runner has lost communication with the service
##[error]Process completed with exit code 1.","2025-11-03T18:34:16Z Environment variables loaded
2025-11-03T18:34:16Z ##[group]Run actions/checkout@v4
2025-11-03T18:34:16Z ##[group]Run cargo test
2025-11-03T18:34:16Z The runner has lost communication with the service
2025-11-03T18:34:16Z ##[error]Process completed with exit code 1.
2025-11-03T18:34:16Z Post job cleanup.
2025-11-03T18:34:16Z attempt=3; elapsed_ms=10476; worker_slot=28","stage=build | language=Python | error_type=RunnerDisconnected | error_message=runner stopped sending heartbeats | stack_trace=self-hosted runner | failed_file=N/A | log=The runner has lost communication with the service
##[error]Process completed with exit code 1. | context=attempt=3; elapsed_ms=10476; worker_slot=28",infrastructure_resource_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=3; elapsed_ms=10476; worker_slot=28
GH_RCA_07560,train,dependency_malware,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_7137,run_6772,2026-01-11T01:38:16.927259,repo_163,feature-x,Go,ubuntu-latest,AWS,build,LOW,61.58,25687,3,MalwareDetection,malicious dependency detected,dependency scan,package.json,"MalwareDetection: package flagged as malicious
##[error]Process completed with exit code 1.","2026-01-11T01:38:16Z Workspace prepared
2026-01-11T01:38:16Z Repository checkout completed
2026-01-11T01:38:16Z ##[group]Run go test ./...
2026-01-11T01:38:16Z MalwareDetection: package flagged as malicious
2026-01-11T01:38:16Z ##[error]Process completed with exit code 1.
2026-01-11T01:38:16Z Post job cleanup.
2026-01-11T01:38:16Z attempt=3; elapsed_ms=10493; worker_slot=29","stage=build | language=Go | error_type=MalwareDetection | error_message=malicious dependency detected | stack_trace=dependency scan | failed_file=package.json | log=MalwareDetection: package flagged as malicious
##[error]Process completed with exit code 1. | context=attempt=3; elapsed_ms=10493; worker_slot=29",security_policy_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=3; elapsed_ms=10493; worker_slot=29
GH_RCA_01071,train,bad_parameterization,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8079,run_27688,2025-12-02T02:38:16.927259,repo_463,release,C++,windows-latest,On-Prem,test,MEDIUM,15.64,8184,5,ParameterizationError,parameter set contains invalid argument combination,tests/test_order_service.cpp:60,tests/test_order_service.cpp,"ParameterizationError: invalid argument combination
##[error]Process completed with exit code 1.","2025-12-02T02:38:16Z Repository checkout completed
2025-12-02T02:38:16Z Previous step completed successfully
2025-12-02T02:38:16Z ##[group]Run kubectl rollout status
2025-12-02T02:38:16Z ParameterizationError: invalid argument combination
2025-12-02T02:38:16Z ##[error]Process completed with exit code 1.
2025-12-02T02:38:16Z Post job cleanup.
2025-12-02T02:38:16Z attempt=5; elapsed_ms=10510; worker_slot=30","stage=test | language=C++ | error_type=ParameterizationError | error_message=parameter set contains invalid argument combination | stack_trace=tests/test_order_service.cpp:60 | failed_file=tests/test_order_service.cpp | log=ParameterizationError: invalid argument combination
##[error]Process completed with exit code 1. | context=attempt=5; elapsed_ms=10510; worker_slot=30",test_script_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=5; elapsed_ms=10510; worker_slot=30
GH_RCA_08022,train,no_diagnostic,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_5123,run_28674,2025-10-03T15:28:16.927259,repo_5,main,Go,macos-latest,On-Prem,test,CRITICAL,40.3,4030,5,UnknownFailure,job failed without an error message,workflow step,unknown,"The step failed. No diagnostic output was captured.
##[error]Process completed with exit code 1.","2025-10-03T15:28:16Z Repository checkout completed
2025-10-03T15:28:16Z Using hosted Ubuntu runner
2025-10-03T15:28:16Z ##[group]Run cargo test
2025-10-03T15:28:16Z The step failed. No diagnostic output was captured.
2025-10-03T15:28:16Z ##[error]Process completed with exit code 1.
2025-10-03T15:28:16Z Post job cleanup.
2025-10-03T15:28:16Z attempt=5; elapsed_ms=10527; worker_slot=31","stage=test | language=Go | error_type=UnknownFailure | error_message=job failed without an error message | stack_trace=workflow step | failed_file=unknown | log=The step failed. No diagnostic output was captured.
##[error]Process completed with exit code 1. | context=attempt=5; elapsed_ms=10527; worker_slot=31",other_or_unknown,yes,curated diagnostic log with real Kaggle metadata,attempt=5; elapsed_ms=10527; worker_slot=31
GH_RCA_07860,test,command_injection,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_1210,run_31860,2025-08-25T10:20:16.927259,repo_181,main,Java,windows-latest,Azure,build,MEDIUM,81.96,17554,1,SASTFinding,command injection risk detected,src/main/java/com/acme/UserService.java:157,src/main/java/com/acme/UserService.java,"HIGH: user input passed to shell command
##[error]Process completed with exit code 1.","2025-08-25T10:20:16Z Post job cleanup started
2025-08-25T10:20:16Z Artifact upload skipped after failure
2025-08-25T10:20:16Z ##[group]Run go test ./...
2025-08-25T10:20:16Z HIGH: user input passed to shell command
2025-08-25T10:20:16Z ##[error]Process completed with exit code 1.
2025-08-25T10:20:16Z Post job cleanup.
2025-08-25T10:20:16Z attempt=1; elapsed_ms=10544; worker_slot=32","stage=build | language=Java | error_type=SASTFinding | error_message=command injection risk detected | stack_trace=src/main/java/com/acme/UserService.java:157 | failed_file=src/main/java/com/acme/UserService.java | log=HIGH: user input passed to shell command
##[error]Process completed with exit code 1. | context=attempt=1; elapsed_ms=10544; worker_slot=32",security_policy_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=1; elapsed_ms=10544; worker_slot=32
GH_RCA_04280,train,config_file_missing,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8749,run_31001,2025-11-26T04:40:16.927259,repo_279,develop,Java,ubuntu-latest,GCP,build,MEDIUM,29.48,6200,2,FileNotFoundError,config/test.json was not found,configuration loading,config/test.json,"FileNotFoundError: config/test.json not found
##[error]Process completed with exit code 1.","2025-11-26T04:40:16Z Workspace prepared
2025-11-26T04:40:16Z Environment variables loaded
2025-11-26T04:40:16Z ##[group]Run security scan
2025-11-26T04:40:16Z FileNotFoundError: config/test.json not found
2025-11-26T04:40:16Z ##[error]Process completed with exit code 1.
2025-11-26T04:40:16Z Post job cleanup.
2025-11-26T04:40:16Z attempt=2; elapsed_ms=10561; worker_slot=33","stage=build | language=Java | error_type=FileNotFoundError | error_message=config/test.json was not found | stack_trace=configuration loading | failed_file=config/test.json | log=FileNotFoundError: config/test.json not found
##[error]Process completed with exit code 1. | context=attempt=2; elapsed_ms=10561; worker_slot=33",workflow_environment_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=2; elapsed_ms=10561; worker_slot=33
GH_RCA_08370,train,no_diagnostic,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_8355,run_35422,2025-11-23T09:36:16.927259,repo_227,release,Rust,macos-latest,Azure,test,CRITICAL,32.2,3250,0,UnknownFailure,job failed without an error message,workflow step,unknown,"The step failed. No diagnostic output was captured.
##[error]Process completed with exit code 1.","2025-11-23T09:36:16Z Previous step completed successfully
2025-11-23T09:36:16Z Post job cleanup started
2025-11-23T09:36:16Z ##[group]Run pytest
2025-11-23T09:36:16Z The step failed. No diagnostic output was captured.
2025-11-23T09:36:16Z ##[error]Process completed with exit code 1.
2025-11-23T09:36:16Z Post job cleanup.
2025-11-23T09:36:16Z attempt=0; elapsed_ms=10578; worker_slot=34","stage=test | language=Rust | error_type=UnknownFailure | error_message=job failed without an error message | stack_trace=workflow step | failed_file=unknown | log=The step failed. No diagnostic output was captured.
##[error]Process completed with exit code 1. | context=attempt=0; elapsed_ms=10578; worker_slot=34",other_or_unknown,yes,curated diagnostic log with real Kaggle metadata,attempt=0; elapsed_ms=10578; worker_slot=34
GH_RCA_02302,train,dns_failure,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_4965,run_17635,2025-11-25T10:49:16.927259,repo_209,release,Go,windows-latest,Azure,deploy,LOW,70.29,30757,0,DNSResolutionError,temporary failure resolving auth.service.internal,request to auth.service.internal,N/A,"getaddrinfo EAI_AGAIN auth.service.internal
temporary failure in name resolution
##[error]Process completed with exit code 1.","2025-11-25T10:49:16Z Repository checkout completed
2025-11-25T10:49:16Z Using hosted Ubuntu runner
2025-11-25T10:49:16Z ##[group]Run cargo test
2025-11-25T10:49:16Z getaddrinfo EAI_AGAIN auth.service.internal
2025-11-25T10:49:16Z temporary failure in name resolution
2025-11-25T10:49:16Z ##[error]Process completed with exit code 1.
2025-11-25T10:49:16Z Post job cleanup.
2025-11-25T10:49:16Z attempt=0; elapsed_ms=10595; worker_slot=35","stage=deploy | language=Go | error_type=DNSResolutionError | error_message=temporary failure resolving auth.service.internal | stack_trace=request to auth.service.internal | failed_file=N/A | log=getaddrinfo EAI_AGAIN auth.service.internal
temporary failure in name resolution
##[error]Process completed with exit code 1. | context=attempt=0; elapsed_ms=10595; worker_slot=35",network_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=0; elapsed_ms=10595; worker_slot=35
GH_RCA_02331,train,http_504,GitHub Actions,Kaggle CI/CD Pipeline Failure Logs (metadata),pipe_6735,run_43221,2026-01-19T22:57:16.927259,repo_284,release,Java,ubuntu-latest,Azure,test,HIGH,87.41,18823,1,HTTPError,504 Gateway Timeout,request to auth.service.internal,N/A,"HTTPError: 504 Gateway Timeout
##[error]Process completed with exit code 1.","2026-01-19T22:57:16Z Artifact upload skipped after failure
2026-01-19T22:57:16Z Previous step completed successfully
2026-01-19T22:57:16Z ##[group]Run cargo test
2026-01-19T22:57:16Z HTTPError: 504 Gateway Timeout
2026-01-19T22:57:16Z ##[error]Process completed with exit code 1.
2026-01-19T22:57:16Z Post job cleanup.
2026-01-19T22:57:16Z attempt=1; elapsed_ms=10612; worker_slot=36","stage=test | language=Java | error_type=HTTPError | error_message=504 Gateway Timeout | stack_trace=request to auth.service.internal | failed_file=N/A | log=HTTPError: 504 Gateway Timeout
##[error]Process completed with exit code 1. | context=attempt=1; elapsed_ms=10612; worker_slot=36",network_issue,yes,curated diagnostic log with real Kaggle metadata,attempt=1; elapsed_ms=10612; worker_slot=36
