test_id,test_name,pipeline,browser,os,language,cloud_provider,branch,root_cause,failure_stage,failure_type,error_message,stack_trace,severity,old_value,new_value,retry_count,test_duration_sec,cpu_usage_pct,memory_usage_mb,is_flaky_test,recommendation,developer_alert,timestamp
SEL-2069,Profile Update Test,CircleCI,Firefox,macos-latest,JavaScript,On-Prem,feature-x,synchronization_issue,test,Timeout,org.openqa.selenium.TimeoutException: Expected condition failed: waiting for visibility of element (tried for 5 second(s)),TimeoutException at ProfileUpdateTest.waitForElement() — implicit wait too short,HIGH,time.sleep(0.5),"WebDriverWait(driver, 15).until(EC.visibility_of_element_located(locator))",3,163,44.2,2246,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-07-07T00:00:00
SEL-1037,Login Test,GitLab CI,Safari,windows-latest,Java,AWS,hotfix,locator_issue,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: #submit-btn,"NoSuchElementException at LoginTest.findElement(By.cssSelector(""#submit-btn""))",MEDIUM,#submit-btn,[data-testid='search-bar'],2,81,60.28,3773,True,Replace brittle CSS selector '#submit-btn' with data attribute '[data-testid='search-bar']',False,2025-09-30T00:00:00
SEL-3084,Password Reset Test,GitHub Actions,Chrome,ubuntu-latest,Java,GCP,release,test_data_issue,test,Test Failure,AssertionError: Expected item count 5 but found 0 — cart test data not initialized,NullPointerException at PasswordResetTest.getTestRecord(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,39,21.24,487,True,"Use test data factories to ensure isolated, reproducible test state",True,2025-09-01T00:00:00
SEL-1166,Filter Test,GitLab CI,Chrome,windows-latest,JavaScript,GCP,main,locator_issue,test,Test Failure,ElementNotInteractableException: element not interactable using locator #product-add-cart,"NoSuchElementException at FilterTest.findElement(By.cssSelector(""#product-add-cart""))",HIGH,#product-add-cart,[data-testid='submit'],0,108,56.88,3334,False,Locator changed after UI refactor. Use '[data-testid='submit']' instead of '#product-add-cart',False,2025-11-09T00:00:00
SEL-2134,Order History Test,GitHub Actions,Chrome,ubuntu-latest,Python,On-Prem,main,synchronization_issue,test,Timeout,selenium.common.exceptions.TimeoutException: Message: Timeout waiting for element to be clickable,TimeoutException at WebDriverWait.until() — element not ready within timeout period,HIGH,driver.implicitly_wait(3),"WebDriverWait(driver, 10).until(EC.presence_of_element_located(locator))",4,53,23.35,2807,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-04-19T00:00:00
SEL-1013,Profile Update Test,GitHub Actions,Firefox,ubuntu-latest,C#,Azure,release,locator_issue,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: .hero-cta-button,StaleElementReferenceException at ProfileUpdateTest.clickElement(),MEDIUM,.hero-cta-button,[data-testid='confirm-order'],0,116,66.16,2327,True,Update locator from '.hero-cta-button' to '[data-testid='confirm-order']' using stable data-testid attribute,False,2025-11-30T00:00:00
SEL-3009,Cart Validation Test,Azure DevOps,Chrome,windows-latest,Python,Azure,hotfix,test_data_issue,test,Test Failure,SQLException: Test user 'qa_user_001' does not exist in test environment database,AssertionError at CartValidationTest.validateExpectedResult(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,54,21.5,1609,True,Use dynamic test data generation instead of hardcoded values,True,2025-04-18T00:00:00
SEL-1007,Login Test,Jenkins,Edge,macos-latest,JavaScript,AWS,feature-x,locator_issue,test,Test Failure,ElementNotInteractableException: element not interactable using locator .modal-close-btn,"NoSuchElementException at LoginTest.findElement(By.cssSelector("".modal-close-btn""))",MEDIUM,.modal-close-btn,[data-testid='confirm-order'],0,97,63.79,1590,True,Locator changed after UI refactor. Use '[data-testid='confirm-order']' instead of '.modal-close-btn',False,2025-02-24T00:00:00
SEL-4055,API Response Test,CircleCI,Safari,macos-latest,C#,Azure,release,environment_failure,test,Resource Exhaustion,ConnectionError: Test application server returned HTTP 503 — service unavailable,ConnectionRefusedError at APIResponseTest.setupEnvironment(),CRITICAL,N/A,N/A,5,39,65.96,4439,False,Verify test environment Docker containers are healthy before test run,True,2025-08-26T00:00:00
SEL-3020,Password Reset Test,GitHub Actions,Chrome,windows-latest,Java,GCP,release,locator_issue,test,Test Failure,AssertionError: Expected price 250.00 but found 199.00 — test data mismatch,DataNotFoundException at TestDataHelper.fetchRecord(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,10,36.56,1152,False,Use dynamic test data generation instead of hardcoded values,True,2025-03-13T00:00:00
SEL-3119,Order History Test,Jenkins,Chrome,macos-latest,Python,Azure,main,test_data_issue,test,Test Failure,SQLException: Test user 'qa_user_001' does not exist in test environment database,AssertionError at OrderHistoryTest.validateExpectedResult(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,51,18.76,1160,False,"Use test data factories to ensure isolated, reproducible test state",True,2025-02-20T00:00:00
SEL-1107,Logout Test,Jenkins,Edge,ubuntu-latest,JavaScript,Azure,feature-x,locator_issue,test,Test Failure,InvalidSelectorException: invalid selector: .nav-menu li:nth-child(3) is not a valid CSS selector,ElementNotInteractableException at LogoutTest.sendKeys(),HIGH,.nav-menu li:nth-child(3),[data-testid='modal-close'],2,87,28.43,2890,True,Update locator from '.nav-menu li:nth-child(3)' to '[data-testid='modal-close']' using stable data-testid attribute,False,2025-12-04T00:00:00
SEL-6117,Product Search Test,CircleCI,Chrome,macos-latest,JavaScript,AWS,feature-x,application_defect,test,Test Failure,AssertionError: Page title mismatch — Expected 'Dashboard' but found '404 Page Not Found',AssertionError at ProductSearchTest.validatePageContent() — incorrect UI state,HIGH,N/A,N/A,0,80,26.2,1633,False,This is an application-level defect. Raise a bug report for the development team,True,2025-09-11T00:00:00
SEL-4042,Cart Validation Test,GitLab CI,Edge,macos-latest,Python,Azure,release,environment_failure,build,Dependency Error,ConnectionRefusedError: Test environment database is not reachable at localhost:5432,WebDriverException at WebDriver.initialize() — driver binary not found,HIGH,N/A,N/A,1,37,89.9,5670,False,Verify test environment Docker containers are healthy before test run,True,2025-03-26T00:00:00
SEL-1062,Checkout Test,GitLab CI,Safari,ubuntu-latest,JavaScript,Azure,main,locator_issue,test,Test Failure,org.openqa.selenium.StaleElementReferenceException: stale element reference: element is not attached to the page document; locator=//span[text()='Proceed'],StaleElementReferenceException at CheckoutTest.clickElement(),MEDIUM,//span[text()='Proceed'],[data-testid='register-link'],0,30,26.61,2721,False,Locator changed after UI refactor. Use '[data-testid='register-link']' instead of '//span[text()='Proceed']',False,2025-09-14T00:00:00
SEL-6063,Product Search Test,Azure DevOps,Edge,macos-latest,JavaScript,On-Prem,release,application_defect,test,Test Failure,AssertionError: Password reset link expired immediately — token TTL bug,AssertionError at ProductSearchTest.verifyExpectedBehavior() — application regression,CRITICAL,N/A,N/A,0,71,55.89,570,False,Forward to developer: application behaviour does not match expected specification,True,2025-02-03T00:00:00
SEL-1029,Form Validation Test,GitHub Actions,Safari,windows-latest,C#,Azure,develop,locator_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {//span[text()='Proceed']},"NoSuchElementException at FormValidationTest.findElement(By.cssSelector(""//span[text()='Proceed']""))",MEDIUM,//span[text()='Proceed'],[data-testid='register-link'],0,27,60.21,3362,False,Update locator from '//span[text()='Proceed']' to '[data-testid='register-link']' using stable data-testid attribute,False,2025-10-13T00:00:00
SEL-3021,Checkout Test,GitHub Actions,Chrome,macos-latest,Java,On-Prem,release,locator_issue,test,Test Failure,AssertionError: Expected price 250.00 but found 199.00 — test data mismatch,DataNotFoundException at TestDataHelper.fetchRecord(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,39,38.95,1918,True,Re-seed test database with fresh test data before execution,True,2025-01-19T00:00:00
SEL-1070,Notification Test,Azure DevOps,Chrome,windows-latest,Java,AWS,hotfix,locator_issue,test,Test Failure,org.openqa.selenium.StaleElementReferenceException: stale element reference: element is not attached to the page document; locator=.hero-cta-button,StaleElementReferenceException at NotificationTest.clickElement(),HIGH,.hero-cta-button,[aria-label='Main Navigation'] li:nth-child(3),0,66,62.36,2258,True,Replace brittle CSS selector '.hero-cta-button' with data attribute '[aria-label='Main Navigation'] li:nth-child(3)',False,2025-12-31T00:00:00
SEL-2061,File Upload Test,GitLab CI,Chrome,macos-latest,JavaScript,GCP,hotfix,synchronization_issue,test,Timeout,selenium.common.exceptions.ElementNotVisibleException: element is not visible at the time of interaction,TimeoutException at WebDriverWait.until() — element not ready within timeout period,MEDIUM,time.sleep(2),"WebDriverWait(driver, 15).until(EC.visibility_of_element_located(locator))",4,223,24.61,830,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-05-09T00:00:00
SEL-6068,Registration Test,GitHub Actions,Safari,ubuntu-latest,C#,AWS,release,application_defect,test,Test Failure,AssertionError: Page title mismatch — Expected 'Dashboard' but found '404 Page Not Found',AssertionError at RegistrationTest.verifyExpectedBehavior() — application regression,HIGH,N/A,N/A,1,48,42.77,2894,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-02-27T00:00:00
SEL-4021,Order History Test,Jenkins,Firefox,macos-latest,Java,GCP,feature-x,environment_failure,build,Resource Exhaustion,SSLError: SSL certificate verification failed for test environment endpoint,EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,CRITICAL,N/A,N/A,2,20,65.37,3361,True,Update ChromeDriver version to match installed Chrome browser version,True,2025-06-09T00:00:00
SEL-1063,Cart Validation Test,GitLab CI,Safari,windows-latest,JavaScript,AWS,release,locator_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {//span[text()='Proceed']},"NoSuchElementException at CartValidationTest.findElement(By.cssSelector(""//span[text()='Proceed']""))",HIGH,//span[text()='Proceed'],[data-testid='email-input'],2,97,53.72,2139,False,Update locator from '//span[text()='Proceed']' to '[data-testid='email-input']' using stable data-testid attribute,False,2025-07-22T00:00:00
SEL-1097,Report Export Test,Azure DevOps,Edge,macos-latest,Java,On-Prem,release,locator_issue,test,Test Failure,The operation timed out after 60 seconds.,Exception at generic_handler.py,HIGH,.checkout-form,[data-testid='login-button'],2,104,67.18,663,False,Update locator from '.checkout-form' to '[data-testid='login-button']' using stable data-testid attribute,False,2025-01-23T00:00:00
SEL-4119,Checkout Test,Jenkins,Firefox,macos-latest,Java,AWS,release,environment_failure,build,Dependency Error,ConnectionError: Test application server returned HTTP 503 — service unavailable,EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,CRITICAL,N/A,N/A,5,37,71.94,4862,False,Update ChromeDriver version to match installed Chrome browser version,True,2025-05-20T00:00:00
SEL-5082,API Response Test,Azure DevOps,Firefox,windows-latest,Python,AWS,feature-x,network_api_error,test,Network Error,JSONDecodeError: API response body is not valid JSON — service returned HTML error page,AssertionError at APIHelper.assertResponseStatus() — unexpected status code,HIGH,N/A,N/A,2,142,22.19,1077,True,Increase API request timeout configuration for slow test environments,True,2025-09-11T00:00:00
SEL-1034,Product Search Test,Azure DevOps,Chrome,windows-latest,Python,AWS,release,locator_issue,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: #confirm-order,StaleElementReferenceException at ProductSearchTest.clickElement(),HIGH,#confirm-order,//input[@data-testid='username'],0,38,38.96,1378,False,Replace brittle CSS selector '#confirm-order' with data attribute '//input[@data-testid='username']',False,2025-06-22T00:00:00
SEL-3014,Password Reset Test,Jenkins,Chrome,macos-latest,Python,AWS,hotfix,test_data_issue,test,Test Failure,An unexpected error occurred during test execution.,Exception at generic_handler.py,LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,10,35.69,522,True,Use dynamic test data generation instead of hardcoded values,True,2025-02-26T00:00:00
SEL-6032,Product Search Test,GitLab CI,Safari,windows-latest,Java,On-Prem,main,application_defect,test,Test Failure,AssertionError: Password reset link expired immediately — token TTL bug,AssertionError at ProductSearchTest.verifyExpectedBehavior() — application regression,HIGH,N/A,N/A,0,48,32.3,1268,False,This is an application-level defect. Raise a bug report for the development team,True,2025-04-15T00:00:00
SEL-2000,Cart Validation Test,Azure DevOps,Firefox,macos-latest,Python,On-Prem,develop,synchronization_issue,test,Timeout,ElementClickInterceptedException: element click intercepted: another element obscures the target,TimeoutException at WebDriverWait.until() — element not ready within timeout period,MEDIUM,time.sleep(0.5),"WebDriverWait(driver, 10).until(EC.presence_of_element_located(locator))",2,207,49.3,1199,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-02-15T00:00:00
SEL-1002,Report Export Test,Azure DevOps,Edge,ubuntu-latest,C#,AWS,release,locator_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {#submit-btn},ElementNotInteractableException at ReportExportTest.sendKeys(),MEDIUM,#submit-btn,[aria-label='Main Navigation'] li:nth-child(3),2,84,64.27,1993,True,Locator changed after UI refactor. Use '[aria-label='Main Navigation'] li:nth-child(3)' instead of '#submit-btn',False,2025-02-05T00:00:00
