failure_id,ci_tool,language,failure_stage,failure_type,error_type,error_message,stack_trace_summary,log_excerpt,model_input_text,is_flaky_test,root_cause_label
RCA_00499,GitHub Actions,NodeJS,deploy,Permission Error,FixtureError,fixture 'sample_user' not found,tests/userController.test.js line 76,ERROR at setup of tests/userController.test.js::test_apply_discount - missing test fixture,deploy | Permission Error | FixtureError | fixture 'sample_user' not found | tests/userController.test.js line 76 | ERROR at setup of tests/userController.test.js::test_apply_discount - missing test fixture,FALSE,application_defect
RCA_00883,GitLab CI,Python,build,Resource Exhaustion,MemoryError,MemoryError: process killed because memory limit was exceeded,runner/executor.py line 65,CI job exceeded memory limit during test execution,build | Resource Exhaustion | MemoryError | MemoryError: process killed because memory limit was exceeded | runner/executor.py line 65 | CI job exceeded memory limit during test execution,FALSE,test_script_issue
RCA_00534,CircleCI,Java,build,Permission Error,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 81,External API returned 503 during src/test/java/com/demo/OrderServiceTest.java::test_process_order,build | Permission Error | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 81 | External API returned 503 during src/test/java/com/demo/OrderServiceTest.java::test_process_order,FALSE,environment_config_issue
RCA_00269,Jenkins,Rust,build,Permission Error,ConnectionTimeout,ConnectionTimeout: request timed out after 10 seconds,external_api_client.py line 74,External service call timed out while running tests/order_service_test.rs::test_payment_validation,build | Permission Error | ConnectionTimeout | ConnectionTimeout: request timed out after 10 seconds | external_api_client.py line 74 | External service call timed out while running tests/order_service_test.rs::test_payment_validation,TRUE,network_issue
RCA_01093,GitHub Actions,Java,deploy,Test Failure,DNSResolutionError,Temporary failure in name resolution for host 'internal-api.company.local',urllib3/connection.py line 56,Max retries exceeded because DNS resolution failed,deploy | Test Failure | DNSResolutionError | Temporary failure in name resolution for host 'internal-api.company.local' | urllib3/connection.py line 56 | Max retries exceeded because DNS resolution failed,FALSE,network_issue
RCA_01266,Azure DevOps,NodeJS,build,Build Failure,TimeoutError,TimeoutError: waiting for element '#checkout-confirm' exceeded 10 seconds,tests/priceCalculator.test.js line 76,FAILED tests/priceCalculator.test.js::test_api_response - UI locator or wait condition is unstable | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Build Failure | TimeoutError | TimeoutError: waiting for element '#checkout-confirm' exceeded 10 seconds | tests/priceCalculator.test.js line 76 | FAILED tests/priceCalculator.test.js::test_api_response - UI locator or wait condition is unstable | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,test_script_issue
RCA_00320,GitLab CI,NodeJS,build,Security Scan Failure,TimeoutError,Job exceeded maximum execution time of 600 seconds,runner/workflow.py line 32,Workflow timed out during test execution,build | Security Scan Failure | TimeoutError | Job exceeded maximum execution time of 600 seconds | runner/workflow.py line 32 | Workflow timed out during test execution,TRUE,infrastructure_resource_issue
RCA_00166,Azure DevOps,Java,deploy,Test Failure,NameError,NameError: name 'paylod' is not defined,src/main/java/com/demo/PaymentService.java line 76 in calculate_total,FAILED src/test/java/com/demo/OrderServiceTest.java::test_calculate_total - undefined variable raised from application code,deploy | Test Failure | NameError | NameError: name 'paylod' is not defined | src/main/java/com/demo/PaymentService.java line 76 in calculate_total | FAILED src/test/java/com/demo/OrderServiceTest.java::test_calculate_total - undefined variable raised from application code,TRUE,application_defect
RCA_00546,GitHub Actions,NodeJS,deploy,Security Scan Failure,FixtureError,fixture 'sample_user' not found,tests/userController.test.js line 128,ERROR at setup of tests/userController.test.js::test_apply_discount - missing test fixture,deploy | Security Scan Failure | FixtureError | fixture 'sample_user' not found | tests/userController.test.js line 128 | ERROR at setup of tests/userController.test.js::test_apply_discount - missing test fixture,FALSE,environment_config_issue
RCA_00737,GitLab CI,C++,deploy,Build Failure,AssertionError,AssertionError: expected status 200 but got 500,src/user_service.cpp line 33 in validate_payment,FAILED tests/test_user_service.cpp::test_api_response - application returned internal server error | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Build Failure | AssertionError | AssertionError: expected status 200 but got 500 | src/user_service.cpp line 33 in validate_payment | FAILED tests/test_user_service.cpp::test_api_response - application returned internal server error | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,application_defect
RCA_00798,Azure DevOps,Python,test,Permission Error,KeyError,KeyError: 'SERVICE_URL',app/config.py line 99 in load_config,Missing environment variable in CI runner | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Permission Error | KeyError | KeyError: 'SERVICE_URL' | app/config.py line 99 in load_config | Missing environment variable in CI runner | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,dependency_issue
RCA_00071,Jenkins,C++,test,Network Error,ImagePullBackOff,ImagePullBackOff: failed to pull image 'registry.internal/order-api:1.2.0',kubernetes/deploy.yaml line 13,Deployment failed because container image could not be pulled,test | Network Error | ImagePullBackOff | ImagePullBackOff: failed to pull image 'registry.internal/order-api:1.2.0' | kubernetes/deploy.yaml line 13 | Deployment failed because container image could not be pulled,TRUE,deployment_issue
RCA_01222,Azure DevOps,C++,test,Deployment Failure,MigrationError,Database migration failed: column 'status' already exists,migrations/2026_update.sql line 122,Deployment failed during database migration,test | Deployment Failure | MigrationError | Database migration failed: column 'status' already exists | migrations/2026_update.sql line 122 | Deployment failed during database migration,FALSE,deployment_issue
RCA_01145,CircleCI,NodeJS,test,Resource Exhaustion,DependencyResolutionError,Could not resolve dependency 'numpy>=2.0.0',package_manager.py line 60,Dependency resolver failed during install step | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Resource Exhaustion | DependencyResolutionError | Could not resolve dependency 'numpy>=2.0.0' | package_manager.py line 60 | Dependency resolver failed during install step | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,security_policy_issue
RCA_00489,Jenkins,Go,deploy,Configuration Error,DNSResolutionError,Temporary failure in name resolution for host 'internal-api.company.local',urllib3/connection.py line 133,Max retries exceeded because DNS resolution failed,deploy | Configuration Error | DNSResolutionError | Temporary failure in name resolution for host 'internal-api.company.local' | urllib3/connection.py line 133 | Max retries exceeded because DNS resolution failed,TRUE,network_issue
RCA_00011,GitLab CI,Java,deploy,Build Failure,SyntaxError,SyntaxError: invalid syntax near 'return',src/main/java/com/demo/PaymentService.java line 88,ERROR collecting src/test/java/com/demo/UserServiceTest.java::test_create_user - syntax error in source file,deploy | Build Failure | SyntaxError | SyntaxError: invalid syntax near 'return' | src/main/java/com/demo/PaymentService.java line 88 | ERROR collecting src/test/java/com/demo/UserServiceTest.java::test_create_user - syntax error in source file,TRUE,application_defect
RCA_00133,GitHub Actions,Go,deploy,Resource Exhaustion,PermissionError,PermissionError: cannot write to reports/output.json,app/report.py line 59,CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Resource Exhaustion | PermissionError | PermissionError: cannot write to reports/output.json | app/report.py line 59 | CI runner cannot write to report output directory | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,dependency_issue
RCA_00616,CircleCI,Rust,deploy,Test Failure,MigrationError,Database migration failed: column 'status' already exists,migrations/2026_update.sql line 29,Deployment failed during database migration,deploy | Test Failure | MigrationError | Database migration failed: column 'status' already exists | migrations/2026_update.sql line 29 | Deployment failed during database migration,TRUE,deployment_issue
RCA_00407,Azure DevOps,Rust,deploy,Test Failure,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 85,Configuration file path does not exist in CI environment | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Test Failure | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 85 | Configuration file path does not exist in CI environment | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,environment_config_issue
